% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principle axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=480852, Sat Jul  6 19:23:19 2019
29 319 -0.14819254807249552 -0.0005696605779236964 0.002890561633694347 0.3518328975088688 1 1 1 1 1 1 1 1 1 1 1 1
30 330 -0.13763767338250507 -0.0053950098234892534 0.0021777330783547284 0.3568174609354475 1 1 1 1 1 1 1 1 1 1 1 1
31 341 -0.13961837701856114 -0.0029632438310945052 0.003438028620332 0.34867357392291054 1 1 1 1 1 1 1 1 1 1 1 1
32 352 -0.14003034471561498 -0.006477830026919685 0.002956627435901867 0.37860352751463455 1 1 1 1 1 1 1 1 1 1 1 1
33 363 -0.16292007814018625 -0.0015505697520604158 0.0009111878358722745 0.37178192285100475 1 1 1 1 1 1 1 1 1 1 1 1
34 374 -0.16847133017384117 -0.00676991340972396 0.0006671164083145624 0.36556345124784967 1 1 1 1 1 1 1 1 1 1 1 1
35 385 -0.17926580133227032 -0.002382151869761693 0.004175501648568436 0.39660992921311006 1 1 1 1 1 1 1 1 1 1 1 1
36 396 -0.1777058851098638 -0.0016724813835735973 0.0018728254903203222 0.40314340527338394 1 1 1 1 1 1 1 1 1 1 1 1
37 407 -0.1985793971612244 -0.009044939954656496 0.002788356351228352 0.43077053952138605 1 1 1 1 1 1 1 1 1 1 1 1
38 418 -0.17892651713764343 -0.007146589730958071 0.002687178322464069 0.4310888329416826 1 1 1 1 1 1 1 1 1 1 1 1
39 429 -0.18178635378466496 -0.005352915130328805 0.006913644476463773 0.4560392710612547 1 1 1 1 1 1 1 1 1 1 1 1
40 440 -0.1833315269689391 -0.0016959840402213273 0.004677833650092111 0.46689383135756735 1 1 1 1 1 1 1 1 1 1 1 1
41 451 -0.19097138941112826 -0.010932230920001642 0.0009618085638594986 0.47319647737431453 1 1 1 1 1 1 1 1 1 1 1 1
42 462 -0.19027443125878488 -0.000827249266051129 0.0005627775637000955 0.46309732439780377 1 1 1 1 1 1 1 1 1 1 1 1
43 473 -0.1930145567682792 -0.015521939816760732 0.0009183861797709077 0.4839312258056788 1 1 1 1 1 1 1 1 1 1 1 1
44 484 -0.19430194355188432 -0.0005540189086946205 0.0022440581805364453 0.49524099057725196 1 1 1 1 1 1 1 1 1 1 1 1
45 495 -0.20235784809086557 -0.0031931380477048365 0.0007734837302831422 0.5262890582777795 1 1 1 1 1 1 1 1 1 1 1 1
46 506 -0.1954408067540815 -0.005114280478860639 0.00024161561148401605 0.5372092250700551 1 1 1 1 1 1 1 1 1 1 1 1
47 517 -0.21087161662090428 -0.003186313831292397 0.004410880463105835 0.5609500603390615 1 1 1 1 1 1 1 1 1 1 1 1
48 528 -0.20554572489043132 -0.0009527386441365692 0.0010320091228609078 0.5870430676277423 1 1 1 1 1 1 1 1 1 1 1 1
49 539 -0.22482369553476242 -0.002592243370631644 0.00010402393164973092 0.5839969352780503 1 1 1 1 1 1 1 1 1 1 1 1
50 550 -0.2253051575014788 -0.001901314500448044 6.997304173114114e-06 0.5891264617383468 1 1 1 1 1 1 1 1 1 1 1 1
51 561 -0.2235371262429884 -0.006964381714938119 0.01520259132014082 0.5851079312199527 1 1 1 1 1 1 1 1 1 1 1 1
52 572 -0.21637225615352518 -0.013135162501113271 0.0005278881251730669 0.5883628664400979 1 1 1 1 1 1 1 1 1 1 1 1
53 583 -0.21829926393109128 -0.009574972964768317 0.004447775352213458 0.6083792941092022 1 1 1 1 1 1 1 1 1 1 1 1
54 594 -0.1964396106789114 -0.007431635432873107 0.0023655685966732453 0.6163733527491563 1 1 1 1 1 1 1 1 1 1 1 1
55 605 -0.1888949836640177 -0.0017983654780910538 0.001427073624917385 0.6302815637200524 1 1 1 1 1 1 1 1 1 1 1 1
56 616 -0.1908918547177562 -0.004357412275902471 0.005111255058338607 0.6407617023978834 1 1 1 1 1 1 1 1 1 1 1 1
57 627 -0.18321353261215478 -0.010794366573348417 0.005104569318874766 0.6640361230978519 1 1 1 1 1 1 1 1 1 1 1 1
58 638 -0.1752987550451798 -0.0029699421624669264 0.008381710990685711 0.6780529547847844 1 1 1 1 1 1 1 1 1 1 1 1
59 649 -0.16758706047357896 -0.022877549921744532 0.0013668192047126358 0.6940850694441977 1 1 1 1 1 1 1 1 1 1 1 1
60 660 -0.1721279844430229 -0.0030940289221014976 0.002840589579878333 0.7054013403254288 1 1 1 1 1 1 1 1 1 1 1 1
61 671 -0.1865703550088652 -0.0003257111006073588 0.0009183277823021648 0.7211442854683067 1 1 1 1 1 1 1 1 1 1 1 1
62 682 -0.17070915438815273 -0.010380531271136145 0.0006936755535680085 0.7327896723231649 1 1 1 1 1 1 1 1 1 1 1 1
63 693 -0.1722519460071124 -0.0058693245337226125 0.00402380336146887 0.7506908388647585 1 1 1 1 1 1 1 1 1 1 1 1
64 704 -0.19134001154247263 -0.0004909862792687659 6.45087133076248e-05 0.7624911829305586 1 1 1 1 1 1 1 1 1 1 1 1
65 715 -0.19758522186542946 -0.011735898083952352 0.0009373467639537928 0.7730429458702004 1 1 1 1 1 1 1 1 1 1 1 1
66 726 -0.2087790630601565 -0.010852751596151563 0.004877936843168536 0.7863070993894841 1 1 1 1 1 1 1 1 1 1 1 1
67 737 -0.20831137239560701 -0.006889455785769584 0.006117412013140833 0.8254983227140756 1 1 1 1 1 1 1 1 1 1 1 1
68 748 -0.25655864101229175 -0.0009197101590514128 0.00111678484924969 0.8429936191590983 1 1 1 1 1 1 1 1 1 1 1 1
69 759 -0.25777629962259424 -0.00026242275903146453 0.0005822588761264186 0.8516160347640632 1 1 1 1 1 1 1 1 1 1 1 1
70 770 -0.23821412744879789 -0.015679388890704072 0.004240382874837889 0.8622576173729739 1 1 1 1 1 1 1 1 1 1 1 1
71 781 -0.23302613996829027 -0.002202781587816722 0.014202396532802863 0.8708330264415648 1 1 1 1 1 1 1 1 1 1 1 1
72 792 -0.24545549112225445 -0.012808370551632385 0.0015315223958267763 0.8765692864090466 1 1 1 1 1 1 1 1 1 1 1 1
73 803 -0.2584961810639449 -0.004484321730261522 0.0033072948411351486 0.8870521666141772 1 1 1 1 1 1 1 1 1 1 1 1
74 814 -0.21577399521640678 -0.0009463353129002474 0.006842987070991205 0.9021354725020458 1 1 1 1 1 1 1 1 1 1 1 1
75 825 -0.2350762317227596 -0.002016330823272394 0.0007546057002172295 0.9078846350998947 1 1 1 1 1 1 1 1 1 1 1 1
76 836 -0.24764123201832325 -0.005409077805908945 0.0003227921453720177 0.9023740609435387 1 1 1 1 1 1 1 1 1 1 1 1
77 847 -0.2175036706865393 -0.00805876007678617 0.0007870265182181661 0.9023933671170564 1 1 1 1 1 1 1 1 1 1 1 1
78 858 -0.20438014713771882 -0.004265008373436041 0.01035649122397038 0.898941369294514 1 1 1 1 1 1 1 1 1 1 1 1
79 869 -0.17784354227998 -0.0005767843721577079 0.0004091470169779084 0.9037763071388036 1 1 1 1 1 1 1 1 1 1 1 1
80 880 -0.1846089623162436 -0.0020682979311652176 0.004719022438736363 0.9048196477713137 1 1 1 1 1 1 1 1 1 1 1 1
81 891 -0.18053023378059793 -0.001923336633522036 0.0013715596342385636 0.9020063932583715 1 1 1 1 1 1 1 1 1 1 1 1
82 902 -0.18267351055633885 -0.006298590944643113 0.005735181377869955 0.901841915405336 1 1 1 1 1 1 1 1 1 1 1 1
83 913 -0.1872156299505209 -0.007414215697038797 0.0004106203208578157 0.8976081455285199 1 1 1 1 1 1 1 1 1 1 1 1
84 924 -0.18288768773583755 -0.0048943242662056 0.004521245133099569 0.8927278213014422 1 1 1 1 1 1 1 1 1 1 1 1
85 935 -0.17660405849501237 -0.009056391323148305 0.0027718697186257246 0.8939403206701164 1 1 1 1 1 1 1 1 1 1 1 1
86 946 -0.1866497942525735 -0.011173749950571743 0.01425511539470592 0.8908302261567443 1 1 1 1 1 1 1 1 1 1 1 1
87 957 -0.1711995371414607 -0.0041468026321190045 0.003890502699118508 0.8871744850741755 1 1 1 1 1 1 1 1 1 1 1 1
88 968 -0.15369997910796013 -0.003411552571063452 0.0010491211419309447 0.8900780138672832 1 1 1 1 1 1 1 1 1 1 1 1
89 979 -0.133686346572368 -0.004448201053563329 0.001279465724182753 0.8915402325232479 1 1 1 1 1 1 1 1 1 1 1 1
90 990 -0.13798838223519022 -0.0048971655336839314 0.011080367540676516 0.8876863465295745 1 1 1 1 1 1 1 1 1 1 1 1
91 1001 -0.15564250663887166 -0.0027538461195935476 0.006135239401579678 0.8888024872076984 1 1 1 1 1 1 1 1 1 1 1 1
92 1012 -0.15780685462230493 -0.0027972736959857476 0.004292281718366967 0.8844599986891509 1 1 1 1 1 1 1 1 1 1 1 1
93 1023 -0.15044246804363043 -0.00013446724353098594 0.013206696628813835 0.8844183292753565 1 1 1 1 1 1 1 1 1 1 1 1
94 1034 -0.12817077778418917 -0.003974398777897895 0.002837493576178572 0.8866351709272001 1 1 1 1 1 1 1 1 1 1 1 1
95 1045 -0.12615551994510313 -0.006647947985358519 0.00043383746147468286 0.8860977941749927 1 1 1 1 1 1 1 1 1 1 1 1
96 1056 -0.12775423924232698 -0.00472482175079551 0.005023431176150037 0.8856481743474097 1 1 1 1 1 1 1 1 1 1 1 1
97 1067 -0.1180425986500119 -0.013555103364019366 0.008375934799520968 0.8838742369654203 1 1 1 1 1 1 1 1 1 1 1 1
98 1078 -0.13411007796323476 -0.00527544841279233 0.006859227514716228 0.8937543364969173 1 1 1 1 1 1 1 1 1 1 1 1
99 1089 -0.14000905178861353 -0.002247950257444656 0.007281935360015179 0.8954603450701908 1 1 1 1 1 1 1 1 1 1 1 1
100 1100 -0.13948604840768733 -0.008723769538726965 0.018012489250347725 0.8956037386582653 1 1 1 1 1 1 1 1 1 1 1 1
101 1111 -0.14129174041197382 -0.0007552425723689992 0.0009045656597219606 0.8921862678920822 1 1 1 1 1 1 1 1 1 1 1 1
102 1122 -0.1507574531435225 -0.00577104710963301 0.0017150157194755066 0.8933913074901509 1 1 1 1 1 1 1 1 1 1 1 1
103 1133 -0.18297175305616853 -0.0004958159448040756 0.0023785261397730882 0.8938117711991792 1 1 1 1 1 1 1 1 1 1 1 1
104 1144 -0.1744860397544892 -0.0029967400111459777 0.003935769770373133 0.8919013375293849 1 1 1 1 1 1 1 1 1 1 1 1
105 1155 -0.15964789005705882 -0.0044696001597922565 0.005553505048186804 0.8954870659932372 1 1 1 1 1 1 1 1 1 1 1 1
106 1166 -0.1673387265195027 -0.007396377406807511 0.00936599043824702 0.9011683661715375 1 1 1 1 1 1 1 1 1 1 1 1
107 1177 -0.17719333075922897 -0.009907078948281077 0.0006384256203837357 0.8960440908474331 1 1 1 1 1 1 1 1 1 1 1 1
108 1188 -0.19689813843423745 -0.00921840056573255 0.0027840386380780977 0.8956891014343867 1 1 1 1 1 1 1 1 1 1 1 1
109 1199 -0.20104033266940471 -0.010513958968561814 0.009210946189200795 0.8972279017511753 1 1 1 1 1 1 1 1 1 1 1 1
110 1210 -0.20423398304748974 -0.012318833768528468 0.030049329803421756 0.8929942371046828 1 1 1 1 1 1 1 1 1 1 1 1
111 1221 -0.19108002707849117 -0.028077180799022095 0.0077349213533266315 0.8978504593306564 1 1 1 1 1 1 1 1 1 1 1 1
112 1232 -0.18340799112299552 -0.020093200666291187 0.0006274525006710482 0.8878371633558061 1 1 1 1 1 1 1 1 1 1 1 1
113 1243 -0.1882188920208269 -0.003628610720721611 0.0040249187896265635 0.8932422948690711 1 1 1 1 1 1 1 1 1 1 1 1
114 1254 -0.15874210929441282 -0.006567809440940965 0.015227408855335895 0.8917508233259176 1 1 1 1 1 1 1 1 1 1 1 1
115 1265 -0.14612131671704578 -0.013762441161950719 0.006997341748230876 0.8834321417330766 1 1 1 1 1 1 1 1 1 1 1 1
116 1276 -0.1581515311754984 -0.008287775354952766 0.0007197298087216799 0.882667518787553 1 1 1 1 1 1 1 1 1 1 1 1
117 1287 -0.16375321806450707 -0.0070000381322528615 0.020545701339553468 0.8817663558610378 1 1 1 1 1 1 1 1 1 1 1 1
118 1298 -0.15900196677200593 -0.0052955911630258225 0.005935171286507966 0.8841337743539982 1 1 1 1 1 1 1 1 1 1 1 1
119 1309 -0.176184709026134 -0.0016058042464494222 0.002679032320254394 0.8864362615214689 1 1 1 1 1 1 1 1 1 1 1 1
120 1320 -0.16601920181028973 -0.016973373064542267 0.0010557267833144453 0.8873395265384707 1 1 1 1 1 1 1 1 1 1 1 1
121 1331 -0.19162162419295972 -0.001967872518543192 0.0015720895509399697 0.8867011609214295 1 1 1 1 1 1 1 1 1 1 1 1
122 1342 -0.1781071248454387 -0.003943044518909089 0.002770420451045543 0.8845252870425603 1 1 1 1 1 1 1 1 1 1 1 1
123 1353 -0.18057556288620852 -0.00449080414861563 0.0070226945299974265 0.8859480889051489 1 1 1 1 1 1 1 1 1 1 1 1
124 1364 -0.18665968519592124 -0.00040721003374536753 0.01123576577543081 0.891384048863245 1 1 1 1 1 1 1 1 1 1 1 1
125 1375 -0.17007728574891803 -0.00042060167825553837 0.006810057030562904 0.8925086832967141 1 1 1 1 1 1 1 1 1 1 1 1
126 1386 -0.15938374404072592 -0.006373371488585711 0.017294956767074557 0.8977758981025389 1 1 1 1 1 1 1 1 1 1 1 1
127 1397 -0.14085080294543773 -0.0013063733039656018 0.004179416708539444 0.9013571674425275 1 1 1 1 1 1 1 1 1 1 1 1
128 1408 -0.14417980325252913 -0.0017395043961214807 0.004111840021711187 0.9047190235942101 1 1 1 1 1 1 1 1 1 1 1 1
129 1419 -0.15771161521836716 -0.016573648215027197 3.623082807301799e-05 0.90221124256078 1 1 1 1 1 1 1 1 1 1 1 1
130 1430 -0.14945880283965707 -0.004978077678276527 0.00024586767816716867 0.8920377444816046 1 1 1 1 1 1 1 1 1 1 1 1
131 1441 -0.15137754211681154 -0.001274266453837175 0.00325719717838418 0.8938852348939959 1 1 1 1 1 1 1 1 1 1 1 1
132 1452 -0.13217863657959525 -0.004579424271369623 0.0006146844966929059 0.8948522658619397 1 1 1 1 1 1 1 1 1 1 1 1
133 1463 -0.1392436316834478 -0.003394425908910922 0.003140620523164157 0.8973725268869446 1 1 1 1 1 1 1 1 1 1 1 1
134 1474 -0.1344338611155092 -0.002481989093876209 0.002302772257084598 0.897750982542781 1 1 1 1 1 1 1 1 1 1 1 1
135 1485 -0.17977186139310414 -0.002454611107848691 0.004223487268467822 0.8967825881520974 1 1 1 1 1 1 1 1 1 1 1 1
136 1496 -0.18353190701081543 -0.007617596051819894 0.006048844654406868 0.8935724887993656 1 1 1 1 1 1 1 1 1 1 1 1
137 1507 -0.1984359732187743 -0.0014152878814091125 0.0014502177015880816 0.8924794993273247 1 1 1 1 1 1 1 1 1 1 1 1
138 1518 -0.20328895212988934 -0.009923753654430217 0.004010117095036439 0.89165201059183 1 1 1 1 1 1 1 1 1 1 1 1
139 1529 -0.2399972061092651 -0.004056332178266416 0.003377639989259499 0.893012731586498 1 1 1 1 1 1 1 1 1 1 1 1
140 1540 -0.2653422540155896 -0.014240172314228507 0.00572573350264105 0.8844157062976404 1 1 1 1 1 1 1 1 1 1 1 1
141 1551 -0.26602897293422767 -0.00040621258054417597 0.005926901330792458 0.8829295095108194 1 1 1 1 1 1 1 1 1 1 1 1
142 1562 -0.23132091069528413 -0.013562868232024548 0.005529901925815565 0.8814676774940031 1 1 1 1 1 1 1 1 1 1 1 1
143 1573 -0.2063219391443049 -0.004699095224649757 0.006131688108726489 0.8836974196308549 1 1 1 1 1 1 1 1 1 1 1 1
144 1584 -0.2142249479981934 -0.003865521748049711 0.00825468551808322 0.8815192159166646 1 1 1 1 1 1 1 1 1 1 1 1
145 1595 -0.20200391853029362 -0.00784948075255115 0.002411828277496316 0.8846821092438272 1 1 1 1 1 1 1 1 1 1 1 1
146 1606 -0.21022405698228686 -0.0008578059041923146 0.0005355445512908174 0.8867471355059027 1 1 1 1 1 1 1 1 1 1 1 1
147 1617 -0.22670885931249052 -0.012387304194854832 2.108077103496503e-05 0.8874242328383808 1 1 1 1 1 1 1 1 1 1 1 1
148 1628 -0.20340186576523775 -0.002461980404332191 0.007751351404373373 0.8844568313797485 1 1 1 1 1 1 1 1 1 1 1 1
149 1639 -0.21242800933745615 -0.0025261527007958704 0.00021429263985926723 0.8874870657343547 1 1 1 1 1 1 1 1 1 1 1 1
150 1650 -0.21871471788543803 -0.02109636020553316 0.002247572334332878 0.8876491684359643 1 1 1 1 1 1 1 1 1 1 1 1
151 1661 -0.2168613569470205 -0.007485088113991631 0.018890565206642895 0.8917135276881248 1 1 1 1 1 1 1 1 1 1 1 1
152 1672 -0.23890305745179796 -0.019097333440338246 0.00795722632039145 0.8969067231261744 1 1 1 1 1 1 1 1 1 1 1 1
153 1683 -0.2630959597464422 -0.02032944648329462 0.00026316098317901457 0.8998121882804427 1 1 1 1 1 1 1 1 1 1 1 1
154 1694 -0.24668142031706972 -0.00861743649379116 0.020199926234516948 0.8996125683753854 1 1 1 1 1 1 1 1 1 1 1 1
155 1705 -0.2610013012127449 -0.01035623874411343 0.002499345487231114 0.9030664888622425 1 1 1 1 1 1 1 1 1 1 1 1
156 1716 -0.25048998702879016 -0.00903880474046056 0.000849299383298342 0.9035492825951847 1 1 1 1 1 1 1 1 1 1 1 1
157 1727 -0.27803907032660846 -0.002169401660457167 0.014208945008069315 0.9021038729483473 1 1 1 1 1 1 1 1 1 1 1 1
158 1738 -0.26992930900039525 -0.017550851036029186 0.0014038808076437094 0.9021007379999252 1 1 1 1 1 1 1 1 1 1 1 1
159 1749 -0.2520393791929685 -0.001278313024729023 0.0019134953031390127 0.8950059730861992 1 1 1 1 1 1 1 1 1 1 1 1
160 1760 -0.24107176041262252 -0.006118684498560062 0.020534063937947194 0.8929400285151942 1 1 1 1 1 1 1 1 1 1 1 1
161 1771 -0.25701936992312047 -0.019920572873267692 0.0072412566617501345 0.8961484979662113 1 1 1 1 1 1 1 1 1 1 1 1
162 1782 -0.22594102385518755 -0.013994468332735478 0.02522091303937363 0.9000899927722571 1 1 1 1 1 1 1 1 1 1 1 1
163 1793 -0.2355388359308285 -0.02369598014152209 0.001103890697818191 0.8963408299467667 1 1 1 1 1 1 1 1 1 1 1 1
164 1804 -0.23286776448990804 -0.005459067660234211 0.024223272854309537 0.8996020276814407 1 1 1 1 1 1 1 1 1 1 1 1
165 1815 -0.23452666474565878 -0.002339950780704334 0.010667961571314395 0.9006752962738457 1 1 1 1 1 1 1 1 1 1 1 1
166 1826 -0.275552460518662 -0.009515597665432614 0.0029024733716406514 0.9000828811999394 1 1 1 1 1 1 1 1 1 1 1 1
167 1837 -0.25512521060923843 -0.008686357274306796 0.014685052021246587 0.9025983047253323 1 1 1 1 1 1 1 1 1 1 1 1
168 1848 -0.21806655979427544 -0.020022832729197387 0.0010724176746349195 0.898192783160621 1 1 1 1 1 1 1 1 1 1 1 1
169 1859 -0.22593181258939407 -0.00342958269174459 0.009698730920004835 0.8986747184616054 1 1 1 1 1 1 1 1 1 1 1 1
170 1870 -0.2190842884025852 -0.0025317520278413056 4.4898322119001736e-05 0.8988654086422432 1 1 1 1 1 1 1 1 1 1 1 1
171 1881 -0.22679045389806798 -0.01478044383114311 0.0009232998741024823 0.9005126484553481 1 1 1 1 1 1 1 1 1 1 1 1
172 1892 -0.23308616272299887 -0.003676538547581943 0.005317925186325695 0.8953523134911017 1 1 1 1 1 1 1 1 1 1 1 1
173 1903 -0.22457835933054904 -0.03453421722033808 0.004115016823220983 0.8966800387660091 1 1 1 1 1 1 1 1 1 1 1 1
174 1914 -0.20956938599275315 -0.010041788069741604 0.006081957712293744 0.897776814302249 1 1 1 1 1 1 1 1 1 1 1 1
175 1925 -0.21006545970856494 -0.00313921987493178 0.008783741892218259 0.8951366708077806 1 1 1 1 1 1 1 1 1 1 1 1
176 1936 -0.21977382105741872 -0.008696852141375984 0.0052908080276582664 0.8900107670762782 1 1 1 1 1 1 1 1 1 1 1 1
177 1947 -0.18615503707978379 -0.013386065664147368 0.013296747654637548 0.8969295809857281 1 1 1 1 1 1 1 1 1 1 1 1
178 1958 -0.20444980564677098 -0.0076173989719508315 0.005502107883166357 0.8918723013293808 1 1 1 1 1 1 1 1 1 1 1 1
179 1969 -0.20689061149899432 -0.015613249152973832 0.013774389068420066 0.8923654592496665 1 1 1 1 1 1 1 1 1 1 1 1
180 1980 -0.19378993772323339 -0.01136848706856533 0.01811594930445845 0.8904561102300832 1 1 1 1 1 1 1 1 1 1 1 1
181 1991 -0.196834657333778 -0.007769968764215877 0.00660938448460185 0.8906726667375323 1 1 1 1 1 1 1 1 1 1 1 1
182 2002 -0.2258456191931944 -0.002202919681130154 0.023059772580989478 0.8984143833743289 1 1 1 1 1 1 1 1 1 1 1 1
183 2013 -0.2141680650042272 -0.020988147572067663 0.0031384673073280136 0.8915364121367868 1 1 1 1 1 1 1 1 1 1 1 1
184 2024 -0.2243682031715843 -0.0341217442368366 0.001537916742520774 0.889991340261447 1 1 1 1 1 1 1 1 1 1 1 1
185 2035 -0.27267925377869373 -0.031135915654710324 0.0006780245426830988 0.8933667169319643 1 1 1 1 1 1 1 1 1 1 1 1
186 2046 -0.28295288429773097 -0.0012165104271735568 0.019384170352901145 0.895776164629846 1 1 1 1 1 1 1 1 1 1 1 1
187 2057 -0.265250754160644 -0.006842647614593578 0.0031114544684669354 0.8960889337172324 1 1 1 1 1 1 1 1 1 1 1 1
188 2068 -0.3008483759212413 -0.004020772687937489 0.0048805554197985 0.9002136978181358 1 1 1 1 1 1 1 1 1 1 1 1
189 2079 -0.27598096380691245 -0.04333844414426094 2.6839687868003553e-05 0.9046153672577717 1 1 1 1 1 1 1 1 1 1 1 1
190 2090 -0.2585662367926926 -0.004827778553184701 0.012128859718299884 0.9091830704040205 1 1 1 1 1 1 1 1 1 1 1 1
191 2101 -0.24242666480380085 -0.007489390658429973 0.0007132616421414864 0.9088293767166776 1 1 1 1 1 1 1 1 1 1 1 1
192 2112 -0.21083507580462799 -0.0006406825775079794 0.010204350738015993 0.9095585979977616 1 1 1 1 1 1 1 1 1 1 1 1
193 2123 -0.17065341244966445 -0.002990714469148072 0.009966776912611965 0.8999218646293949 1 1 1 1 1 1 1 1 1 1 1 1
194 2134 -0.16853928738383184 -9.256949130198224e-05 0.011639742001884593 0.9042610053400976 1 1 1 1 1 1 1 1 1 1 1 1
195 2145 -0.1599356134227256 -0.001228384389179256 0.00409988330215638 0.903172571637775 1 1 1 1 1 1 1 1 1 1 1 1
196 2156 -0.14298165369982613 -0.00792784864370319 0.003917796874844299 0.9035184840070597 1 1 1 1 1 1 1 1 1 1 1 1
197 2167 -0.15074674598116153 -0.0058926671562545205 0.005857871363785317 0.904398258268745 1 1 1 1 1 1 1 1 1 1 1 1
198 2178 -0.14983708518502617 -0.008705161500185186 0.012058664840623104 0.9016072900715498 1 1 1 1 1 1 1 1 1 1 1 1
199 2189 -0.15372656126346163 -0.0007673721037104593 0.0038571951520928686 0.8975518842035456 1 1 1 1 1 1 1 1 1 1 1 1
200 2200 -0.18183785452387108 -9.951150984791118e-05 0.014192002004023803 0.8962063241744209 1 1 1 1 1 1 1 1 1 1 1 1
201 2211 -0.1714148729226951 -0.00225069749184884 0.025989339377346724 0.8965276405136882 1 1 1 1 1 1 1 1 1 1 1 1
202 2222 -0.17975436280582918 -0.0034653139435279457 0.013022622171726167 0.8953997506469906 1 1 1 1 1 1 1 1 1 1 1 1
203 2233 -0.2051937102369673 -0.0036474184561413065 0.003036299730237668 0.8949513918830215 1 1 1 1 1 1 1 1 1 1 1 1
204 2244 -0.22230740087568193 -0.010902163014186481 0.018468385407625056 0.8910856719031982 1 1 1 1 1 1 1 1 1 1 1 1
205 2255 -0.2539518136431794 -0.02188331141180677 0.006090632115172875 0.8862727002967558 1 1 1 1 1 1 1 1 1 1 1 1
