% # columns="iter, evals, sigma, 0, fitness, xbest" seed=56374, Thu Jul 25 12:03:47 2019, <python>{}</python>
1 10 0.4783102776646721 0 12198.560981680013 0.4649574983423466 0.0010070603266963544 0.6795738151419257 0.458166151592658 0.3942758209688646 1.3057385421602166 0.38422507513331244 0.331440877312206 0.012506771985459658 0.04258077638206297
2 20 0.4390409893332779 0 5414.460464780872 0.3890792274117693 0.39857353204382795 0.17713300926723213 1.1443360599434167 0.12827276951081848 0.8986752488564828 0.34163793905967144 0.1053329488189298 0.0038655582201437225 0.042999764266096765
3 30 0.408609985745645 0 31372.288711622856 0.5997405687661128 0.3755290406648058 0.7073813583669529 1.3203867870437302 0.06815191149739344 0.190249122374399 0.23414333594791878 0.742446226648005 0.1470940924879662 0.01762506830823403
4 40 0.4227333086086735 0 18923.54081301433 1.0891480937351203 1.6966175528198921 0.05339623874579591 0.2510850704094922 0.009914258578247705 0.39942728289983237 0.04302136788206925 0.6311838498594121 0.011954455890359424 0.004218353478080262
5 50 0.40407025997084517 0 17265.552195530676 0.7350225356504679 0.5592452842805279 1.1560446177114345 0.12083002297445405 0.10490790520594004 0.1870129123264181 0.34507519307851126 0.5828624105635072 0.02670558079055082 0.006294876533267089
6 60 0.384893287967286 0 10244.384390038158 0.5109168169350029 1.2560356309772565 1.1846081122676093 0.31634127023751785 0.4975249645200318 0.7111713350740306 0.28689272718260206 0.14612348531663882 0.029548953318693266 0.08360482898153179
7 70 0.3711406701831469 0 6639.94171442592 0.2505734277335431 1.3657148085830384 0.8042465761696277 0.004044552883905302 0.507306206919898 0.6637955924627182 0.3891685645905144 0.009166671918930312 0.004268227896729645 0.06345222825732444
8 80 0.3572794372746578 0 2960.6664602991027 0.3370751991671922 1.2818822303527304 0.4000766055532746 0.2853782712381983 0.31598655175036594 0.39096645583644096 0.10834729006741087 0.18839327024619584 0.025869233771330234 0.025626330009956903
9 90 0.34162924592984073 0 3460.6534847288776 0.2943173142283412 1.2820766478861687 1.0336382229443968 0.4645623989983881 0.46580834855604636 0.09396866377716995 0.32785591772998557 0.08102010241695845 0.008186222721350698 0.043526806610448256
10 100 0.30929306358037484 0 1662.8246042938604 0.9215593849269068 0.7081023593774667 0.8844360342215527 0.6029113631519191 0.20953881245164369 0.3321239692488574 0.006738096597150667 0.12895203593888271 0.037370778713269506 0.01659060897534594
11 110 0.30675804885694813 0 1292.4819544607271 1.336926009370027 1.2767624297451898 0.9647362466856119 0.40806464757310085 0.1564244887111027 0.42141073343023605 0.07147445660107336 0.10029001591263831 0.008282752538686797 0.017881460489957996
12 120 0.2863523243026126 0 5915.5965023241815 0.6580808100192026 1.1395797221802808 1.7324866193635526 0.34298543614654936 0.6942264390869445 0.5098289954201917 0.2267041248568053 0.17353431344409276 0.12035520712463027 0.0040631637124608445
13 130 0.25871501685457854 0 3040.7845247711775 0.2956801490640049 1.499359534936682 0.7814327471275085 0.34746207650504923 0.2945840156003454 0.21505031173535147 0.5261230137853641 0.03415350079394974 0.013985646462011427 0.000884160110993992
14 140 0.2501867335815414 0 5967.53182325019 0.5078427825652398 1.4612617735384008 0.9189601656336452 0.14883793494276087 0.3036949129530003 8.872995787510491e-08 0.3559436849827873 0.005000839516016375 0.00014530583203809454 0.06801484787625084
