% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principle axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=56374, Thu Jul 25 12:03:47 2019
1 10 -0.04842423141928018 -0.0012295561957759472 0.0021601832644538538 0.03578421251463798 1 1 1 1 1 1 1 1 1 1
2 20 -0.092254177346578 -0.00065231945438325 0.0028229442442488277 0.07201293889628067 1 1 1 1 1 1 1 1 1 1
3 30 -0.09300343800256852 -0.004337712350353878 0.003478273270383172 0.09307143402650117 1 1 1 1 1 1 1 1 1 1
4 40 -0.11964433603027447 -0.0031342573081190694 0.00036024047029275906 0.11889580600203975 1 1 1 1 1 1 1 1 1 1
5 50 -0.1383135383138261 -0.003321689925101679 0.004640132236955227 0.18467595970115777 1 1 1 1 1 1 1 1 1 1
6 60 -0.16585207339484823 -0.0007104336602641824 0.0011994662164970284 0.20753760904938048 1 1 1 1 1 1 1 1 1 1
7 70 -0.1677411581060016 -0.0045440603653039615 0.005135673724017156 0.21551351243658573 1 1 1 1 1 1 1 1 1 1
8 80 -0.18538253380461317 -0.002603617194389939 0.013358046169426496 0.21144435841653522 1 1 1 1 1 1 1 1 1 1
9 90 -0.15094048351329906 -0.006299646379081112 0.007240345201108722 0.2283299541789382 1 1 1 1 1 1 1 1 1 1
10 100 -0.1524821051085379 -0.003806502617851507 0.0023589658211558475 0.20814232739556704 1 1 1 1 1 1 1 1 1 1
11 110 -0.1865489874635858 -0.0015724689873179865 0.008927370069414426 0.15588442177688758 1 1 1 1 1 1 1 1 1 1
12 120 -0.17982543580152524 -0.0004829239675364371 0.001153181939537039 0.15785487476434235 1 1 1 1 1 1 1 1 1 1
13 130 -0.17051081941715576 -0.012397037384384161 0.00250036766932062 0.2201613048443906 1 1 1 1 1 1 1 1 1 1
14 140 -0.1966658415389766 -0.006116174621886642 0.0019417138734812564 0.2060577007013863 1 1 1 1 1 1 1 1 1 1
15 150 -0.1971147745662589 -0.004855458783809651 0.01317900462804233 0.1948132279170588 1 1 1 1 1 1 1 1 1 1
16 160 -0.19079576256795863 -0.004936106383752895 0.0038974042941221946 0.2064212999452638 1 1 1 1 1 1 1 1 1 1
17 170 -0.18936851656233944 -0.010953327230849916 0.0024328210374613083 0.17651609465376056 1 1 1 1 1 1 1 1 1 1
18 180 -0.1842131923924107 -0.002258998560834278 0.01017646030041756 0.19840359385534084 1 1 1 1 1 1 1 1 1 1
19 190 -0.19520647031552002 -0.0038298479398904163 0.012548011456528018 0.208931136681485 1 1 1 1 1 1 1 1 1 1
20 200 -0.19758390618722924 -0.005431396701398304 0.007441863710470024 0.20753819749125732 1 1 1 1 1 1 1 1 1 1
21 210 -0.17603617269069716 -0.00045078876514435384 0.0041313314567760825 0.19383981490895769 1 1 1 1 1 1 1 1 1 1
22 220 -0.16597998483607854 -0.0004626160630039518 0.002282371063216326 0.20863577614761644 1 1 1 1 1 1 1 1 1 1
23 230 -0.19239998406621248 -0.00188840927047155 0.006419010041872232 0.23999001550269297 1 1 1 1 1 1 1 1 1 1
24 240 -0.18124634955189348 -0.0022567243417873947 0.0034468761602747407 0.2325266115314581 1 1 1 1 1 1 1 1 1 1
25 250 -0.20555352061221924 -0.01066923354247357 0.0013400501713045983 0.2496531152974079 1 1 1 1 1 1 1 1 1 1
26 260 -0.22884097645840956 -0.005061023768759295 0.004730163403466328 0.27145467772297066 1 1 1 1 1 1 1 1 1 1
27 270 -0.2082356701315993 -0.011846197200881956 0.003842934599331795 0.2548921066104205 1 1 1 1 1 1 1 1 1 1
28 280 -0.23787633509638648 -0.010474421823900366 0.0002957896506449902 0.288536225739187 1 1 1 1 1 1 1 1 1 1
29 290 -0.2612526162438448 -0.009362857039840638 0.0049654919375974665 0.3115556443188931 1 1 1 1 1 1 1 1 1 1
30 300 -0.2602999854334356 -0.00691049434202214 0.0004944351156330149 0.3096483354518327 1 1 1 1 1 1 1 1 1 1
31 310 -0.2637132565584858 -0.0019400543332235196 0.013695478170570608 0.30631137749576237 1 1 1 1 1 1 1 1 1 1
32 320 -0.2568927127936517 -0.015225927832949907 0.01015753132230541 0.3007255878437255 1 1 1 1 1 1 1 1 1 1
33 330 -0.21038182595282645 -0.010176081222212977 0.008023066307425726 0.294199452632841 1 1 1 1 1 1 1 1 1 1
34 340 -0.2244085681542343 -0.014269051333345455 0.015234395372613408 0.27285676713909535 1 1 1 1 1 1 1 1 1 1
35 350 -0.18685523753145877 -0.010548819976453733 0.005137140261156327 0.28231699673717003 1 1 1 1 1 1 1 1 1 1
36 360 -0.1935936410779597 -0.001983031499937751 0.0022768286586225114 0.2860697808602734 1 1 1 1 1 1 1 1 1 1
37 370 -0.21443782622378652 -0.0008832333994031183 0.01070487515932099 0.2723212310038644 1 1 1 1 1 1 1 1 1 1
38 380 -0.24913305472396968 -0.016070354477057174 0.0003175017892599363 0.24431327507192618 1 1 1 1 1 1 1 1 1 1
39 390 -0.28376081166065437 -0.0033017781520474463 0.013257405884360125 0.23264964768588414 1 1 1 1 1 1 1 1 1 1
40 400 -0.3027035386083649 -0.0037553407686416983 0.005312352494331352 0.23326693049831868 1 1 1 1 1 1 1 1 1 1
41 410 -0.30182014059028944 -0.00509274765304411 0.004318318821011541 0.23748792675494942 1 1 1 1 1 1 1 1 1 1
42 420 -0.28210067914168957 -0.0008656806064487162 0.001087382857370125 0.22645295033092455 1 1 1 1 1 1 1 1 1 1
43 430 -0.27422210411496273 -0.0018391877734542689 0.0007747662613143366 0.21584268878717056 1 1 1 1 1 1 1 1 1 1
44 440 -0.25345671569563466 -0.0013684952227156395 0.007532314820280966 0.20182127868126237 1 1 1 1 1 1 1 1 1 1
45 450 -0.26360577519073286 -0.019178685606490015 0.002187854821350486 0.242143500265624 1 1 1 1 1 1 1 1 1 1
46 460 -0.29125427956931155 -0.014152861792160867 0.008207031035396922 0.21970041780226865 1 1 1 1 1 1 1 1 1 1
47 470 -0.30325121145199724 -0.007021863117606259 0.007619202616168407 0.2357837250058078 1 1 1 1 1 1 1 1 1 1
48 480 -0.2647707118042638 -0.00876252255776382 0.017570496432295066 0.2569983405058264 1 1 1 1 1 1 1 1 1 1
49 490 -0.265199786086182 -0.0034126250125899736 0.009539238127008761 0.28613262650546584 1 1 1 1 1 1 1 1 1 1
50 500 -0.23975706728382798 -0.003762351665837983 0.0059775756190398426 0.28618265497504686 1 1 1 1 1 1 1 1 1 1
51 510 -0.25111257555759414 -0.004242972774674679 0.005915999573340092 0.27169006596280837 1 1 1 1 1 1 1 1 1 1
52 520 -0.2839535953415647 -0.0008651852241967341 0.0036560704402940594 0.26699660407789577 1 1 1 1 1 1 1 1 1 1
53 530 -0.2907074468609728 -0.0009609152064761809 0.008249346356376966 0.2767740455492785 1 1 1 1 1 1 1 1 1 1
54 540 -0.2775670784613331 -0.007332918673513554 0.0005434193736487173 0.2712027894048274 1 1 1 1 1 1 1 1 1 1
55 550 -0.28642876200167433 -0.0009626862748960315 0.007261780385426182 0.2698296971577372 1 1 1 1 1 1 1 1 1 1
56 560 -0.2751490444676813 -0.005362436342025642 0.00872351695346969 0.2838436885732815 1 1 1 1 1 1 1 1 1 1
57 570 -0.26397127453491376 -0.0041798502403831185 0.006983687542066337 0.25059115241144586 1 1 1 1 1 1 1 1 1 1
58 580 -0.26203605541573477 -0.0025352671039334234 0.013618608732020426 0.2635129773771463 1 1 1 1 1 1 1 1 1 1
59 590 -0.27312278887322644 -0.007631141184241417 0.00309556804356914 0.3627827946170637 1 1 1 1 1 1 1 1 1 1
60 600 -0.27785340135462144 -0.015906957957381607 0.010151159453093857 0.3524638243592836 1 1 1 1 1 1 1 1 1 1
61 610 -0.26109079149700715 -0.007767566974473097 0.0062099509757937155 0.32494696458571193 1 1 1 1 1 1 1 1 1 1
62 620 -0.25767079266905957 -0.00041723614854605857 0.009962468446189006 0.32868926344389887 1 1 1 1 1 1 1 1 1 1
63 630 -0.28359798780644835 -0.010691706156153356 0.0022900711255480367 0.39851573801596796 1 1 1 1 1 1 1 1 1 1
64 640 -0.2713632135130335 -0.0069693306510173955 0.011530963723831496 0.3895823328081232 1 1 1 1 1 1 1 1 1 1
65 650 -0.29838126536761916 -0.020655358763103017 0.008527015744803038 0.3925849716059355 1 1 1 1 1 1 1 1 1 1
66 660 -0.3144350951445515 -0.023162142350417844 0.005969700371064217 0.3763987771826994 1 1 1 1 1 1 1 1 1 1
67 670 -0.3222880943001251 -0.003450766506164889 0.000260821622389451 0.4009943853338151 1 1 1 1 1 1 1 1 1 1
68 680 -0.3009213838065537 -0.0026183412937746797 0.013050950948519876 0.4094415394596813 1 1 1 1 1 1 1 1 1 1
69 690 -0.3267100884943864 -0.009612357650662037 0.007341814071262876 0.40150798862847303 1 1 1 1 1 1 1 1 1 1
70 700 -0.331720896161687 -0.008140593084870373 0.006598353978897845 0.3857437007519948 1 1 1 1 1 1 1 1 1 1
71 710 -0.36613725424851057 -0.0005892929279838173 0.004751484325608119 0.38083335514014643 1 1 1 1 1 1 1 1 1 1
72 720 -0.4329688703986254 -0.0165849688502709 0.0009356957471165372 0.4059093501187414 1 1 1 1 1 1 1 1 1 1
73 730 -0.43295040310268956 -0.008749223094249976 0.007758569642777668 0.42668239193146557 1 1 1 1 1 1 1 1 1 1
74 740 -0.4299285980306094 -0.009990264043167597 0.005664652168087634 0.43500287254349157 1 1 1 1 1 1 1 1 1 1
75 750 -0.43346200269336044 -0.006582534196091556 0.0018468104304092084 0.44646144022979756 1 1 1 1 1 1 1 1 1 1
76 760 -0.43078889304557133 -0.0033892150192002275 0.0058874519867018575 0.43375786289879226 1 1 1 1 1 1 1 1 1 1
77 770 -0.4339074069845271 -0.0017400971907723121 0.00030456811620124564 0.43212183786617436 1 1 1 1 1 1 1 1 1 1
78 780 -0.42362130260905234 -0.011623410225986626 0.0017039713178899785 0.44271107625589495 1 1 1 1 1 1 1 1 1 1
79 790 -0.43593927397366883 -0.00023956737342625817 0.011598058061831033 0.44257129542511314 1 1 1 1 1 1 1 1 1 1
80 800 -0.3899856909077216 -0.0067192613289448035 2.822227522112806e-05 0.43441332083486334 1 1 1 1 1 1 1 1 1 1
81 810 -0.3806891795640617 -0.006347159915670084 0.009670180605490424 0.43271264695860556 1 1 1 1 1 1 1 1 1 1
82 820 -0.38222149368492364 -0.013208060721179679 0.007554489977123999 0.4216625362424258 1 1 1 1 1 1 1 1 1 1
83 830 -0.32615950870335586 -0.014506035214002976 0.006136748907732812 0.43033337114779974 1 1 1 1 1 1 1 1 1 1
84 840 -0.2827406032882265 -0.005085909131572242 0.006726383047095374 0.40452606768893434 1 1 1 1 1 1 1 1 1 1
85 850 -0.2841682901933772 -0.006039511520821486 0.003269812255526224 0.41735459099133076 1 1 1 1 1 1 1 1 1 1
86 860 -0.2952312221361063 -0.010989141617544334 0.0010689936191380285 0.4223730436279582 1 1 1 1 1 1 1 1 1 1
87 870 -0.3108197998018707 -0.023346883674630333 0.006172584874442922 0.41309907316535655 1 1 1 1 1 1 1 1 1 1
88 880 -0.32887436565560124 -0.00558690310361441 0.004087350968181486 0.4400692953399975 1 1 1 1 1 1 1 1 1 1
89 890 -0.35144296413965354 -0.01606445127607181 0.00045510672286498184 0.4323427345284725 1 1 1 1 1 1 1 1 1 1
90 900 -0.32311199062133783 -0.015340032692878177 0.004267114420281796 0.4213248051891003 1 1 1 1 1 1 1 1 1 1
91 910 -0.3537462877701433 -0.0032438766023198625 0.001757591392202865 0.4240990506408337 1 1 1 1 1 1 1 1 1 1
92 920 -0.33223259906114694 -0.006544351091242347 0.013065316496430796 0.4196783819414147 1 1 1 1 1 1 1 1 1 1
93 930 -0.3356570118468384 -0.007934130868532336 0.0014010147263813408 0.40081720484249167 1 1 1 1 1 1 1 1 1 1
94 940 -0.35592829748857185 -0.021131188634779155 0.026180660026132146 0.43793585667146107 1 1 1 1 1 1 1 1 1 1
95 950 -0.32543718340910227 -0.005946246988474739 0.00542607384165898 0.4457809930426778 1 1 1 1 1 1 1 1 1 1
96 960 -0.3276805949642495 -0.014506461346174435 0.003102435800465156 0.420662033722857 1 1 1 1 1 1 1 1 1 1
97 970 -0.3339213234567784 -4.0117704105304743e-05 0.013777699131122478 0.4209373935484432 1 1 1 1 1 1 1 1 1 1
98 980 -0.3101650070420779 -0.012237080508459893 0.002250803740353064 0.3930526595649655 1 1 1 1 1 1 1 1 1 1
99 990 -0.2745719732951368 -0.0018700804712431175 0.025761007803326134 0.37319953877912515 1 1 1 1 1 1 1 1 1 1
100 1000 -0.2842961445806243 -0.0015768325378795363 0.018098441715675442 0.3619890781549845 1 1 1 1 1 1 1 1 1 1
101 1010 -0.31061786282644743 -0.0043243893790979055 0.0062246279768855065 0.3153809464854409 1 1 1 1 1 1 1 1 1 1
102 1020 -0.28685019590218974 -0.00807224102295885 0.0022931305903058055 0.3127792199358942 1 1 1 1 1 1 1 1 1 1
103 1030 -0.30879502144878607 -0.0013969316992544258 0.0061742281707264654 0.300941255658714 1 1 1 1 1 1 1 1 1 1
104 1040 -0.3861764463201362 -0.034589354106417614 0.00020469221465936515 0.30157930364584457 1 1 1 1 1 1 1 1 1 1
105 1050 -0.3646392279318911 -0.00828829338775141 0.004238774320685287 0.3152689614297441 1 1 1 1 1 1 1 1 1 1
106 1060 -0.3814854937590807 -0.0011754290037742122 0.006968542667648573 0.3172588174650821 1 1 1 1 1 1 1 1 1 1
107 1070 -0.3563030134191075 -0.027687475002135656 0.0007787035048306225 0.2913852737153565 1 1 1 1 1 1 1 1 1 1
108 1080 -0.32995805621182855 -0.002870139480401848 0.00869045679471178 0.24293406685492144 1 1 1 1 1 1 1 1 1 1
109 1090 -0.3217901725980688 -0.024395734750803606 0.00834573353411818 0.21866658088824978 1 1 1 1 1 1 1 1 1 1
110 1100 -0.3141577088360719 -0.028629861247624618 0.008161964356727721 0.20194466164549174 1 1 1 1 1 1 1 1 1 1
111 1110 -0.3080426129628717 -0.0037791045509480443 0.0025817556439141787 0.20275956092340658 1 1 1 1 1 1 1 1 1 1
